Category,Label,2026-Q1,2025-Q4,2025-Q3,2025-Q2,2025-Q1,2024-Q4,2024-Q3,2024-Q2,2024-Q1,2023-Q4,2023-Q3,2023-Q2,2023-Q1,2022-Q4,2022-Q3,2022-Q2,2022-Q1,2021-Q4,2021-Q3,2021-Q2,2021-Q1,2020-Q4,2020-Q3,2020-Q2,2020-Q1,2019-Q4,2019-Q3,2019-Q2,2019-Q1,2018-Q4,2018-Q3,2018-Q2,2018-Q1,2017-Q4,2017-Q3,2017-Q2,2017-Q1,2016-Q4,2016-Q3,2016-Q2,2016-Q1,2015-Q4,2015-Q3,2015-Q2,2015-Q1,2014-Q4,2014-Q3,2014-Q2,2014-Q1,2013-Q4,2013-Q3,2013-Q2,2013-Q1,2012-Q4,2012-Q3,2012-Q2,2012-Q1,2011-Q4,2011-Q3,2011-Q2,2011-Q1
2_Balance_Sheet,Marketable Securities And Equities,314000000.0,319000000.0,315000000.0,301000000.0,288000000.0,292000000.0,293000000.0,290000000.0,283000000.0,286000000.0,279000000.0,283000000.0,275000000.0,278000000.0,288000000.0,294000000.0,291000000.0,314000000.0,334000000.0,362000000.0,370000000.0,320000000.0,280000000.0,313000000.0,419000000.0,591000000.0,657000000.0,656000000.0,1109000000.0,1432000000.0,1298000000.0,1250000000.0,969000000.0,1149000000.0,1235000000.0,1177000000.0,1136000000.0,1162000000.0,1206000000.0,1156000000.0,1201000000.0,861000000.0,883000000.0,913000000.0,1598000000.0,1168000000.0,1882000000.0,2852000000.0,2554000000.0,2707000000.0,2610000000.0,2765000000.0,3068000000.0,2983000000.0,,,,1285000000.0,,,
2_Balance_Sheet,Accounts Receivable,4720000000.0,4609000000.0,4247000000.0,4184000000.0,3965000000.0,3773000000.0,4014000000.0,4195000000.0,4231000000.0,4060000000.0,3925000000.0,3763000000.0,3511000000.0,3425000000.0,3167000000.0,3175000000.0,2889000000.0,3006000000.0,2820000000.0,2773000000.0,2648000000.0,2646000000.0,2357000000.0,2147000000.0,2441000000.0,2514000000.0,2500000000.0,2607000000.0,2577000000.0,2276000000.0,2277000000.0,2164000000.0,2122000000.0,1969000000.0,1858000000.0,1708000000.0,1553000000.0,1416000000.0,1298000000.0,1203000000.0,1186000000.0,1079000000.0,1081000000.0,1128000000.0,1072000000.0,1109000000.0,1071000000.0,1134000000.0,995000000.0,966000000.0,990000000.0,949000000.0,941000000.0,925000000.0,,,,808000000.0,,,
2_Balance_Sheet,Prepaid Expenses,4639000000.0,3743000000.0,3954000000.0,3630000000.0,3419000000.0,2992000000.0,3039000000.0,2941000000.0,3028000000.0,2611000000.0,2624000000.0,2554000000.0,2501000000.0,2346000000.0,2475000000.0,2409000000.0,2320000000.0,2271000000.0,2367000000.0,2217000000.0,1999000000.0,1883000000.0,1958000000.0,1790000000.0,1729000000.0,1763000000.0,1933000000.0,1786000000.0,1513000000.0,1432000000.0,1375000000.0,1323000000.0,1273000000.0,1040000000.0,1180000000.0,1067000000.0,1060000000.0,850000000.0,822000000.0,865000000.0,713000000.0,663000000.0,843000000.0,903000000.0,644000000.0,671000000.0,602000000.0,641000000.0,552000000.0,471000000.0,502000000.0,565000000.0,488000000.0,681000000.0,,,,404000000.0,,,
2_Balance_Sheet,Settlement due from customers,2062000000.0,1626000000.0,1842000000.0,2418000000.0,2119000000.0,1821000000.0,1978000000.0,1514000000.0,1647000000.0,1233000000.0,1118000000.0,1378000000.0,1236000000.0,1270000000.0,1019000000.0,1063000000.0,1101000000.0,1319000000.0,861000000.0,937000000.0,1678000000.0,1706000000.0,1375000000.0,1782000000.0,1164000000.0,2995000000.0,2723000000.0,1549000000.0,1426000000.0,2452000000.0,1335000000.0,1532000000.0,1531000000.0,1375000000.0,1199000000.0,1271000000.0,1085000000.0,1093000000.0,1137000000.0,1005000000.0,1020000000.0,1068000000.0,912000000.0,1274000000.0,1070000000.0,1052000000.0,1188000000.0,1343000000.0,1476000000.0,1351000000.0,1333000000.0,668000000.0,670000000.0,1117000000.0,,,,601000000.0,,,
2_Balance_Sheet,Total Current Assets,22498000000.0,23558000000.0,23223000000.0,22140000000.0,19804000000.0,19724000000.0,22300000000.0,17780000000.0,18424000000.0,18961000000.0,16983000000.0,16530000000.0,16420000000.0,16606000000.0,16823000000.0,15211000000.0,15953000000.0,16949000000.0,15382000000.0,15079000000.0,16405000000.0,19113000000.0,18469000000.0,19381000000.0,18123000000.0,16902000000.0,14847000000.0,14165000000.0,14396000000.0,16171000000.0,15064000000.0,14305000000.0,14707000000.0,13797000000.0,13231000000.0,12542000000.0,12885000000.0,13228000000.0,11776000000.0,10998000000.0,10606000000.0,10984000000.0,9625000000.0,10217000000.0,10348000000.0,10997000000.0,10956000000.0,10577000000.0,11342000000.0,10950000000.0,10559000000.0,8962000000.0,8783000000.0,9357000000.0,,,,7741000000.0,,,
2_Balance_Sheet,"Property, Plant & Equipment",2349000000.0,2303000000.0,2299000000.0,2225000000.0,2171000000.0,2138000000.0,2176000000.0,2148000000.0,2077000000.0,2061000000.0,1972000000.0,1986000000.0,2006000000.0,2006000000.0,1951000000.0,1950000000.0,1957000000.0,1907000000.0,1860000000.0,1839000000.0,1850000000.0,1902000000.0,1887000000.0,1872000000.0,1901000000.0,1828000000.0,1492000000.0,1348000000.0,1305000000.0,921000000.0,876000000.0,860000000.0,839000000.0,829000000.0,901000000.0,845000000.0,748000000.0,733000000.0,698000000.0,680000000.0,669000000.0,675000000.0,641000000.0,632000000.0,602000000.0,615000000.0,553000000.0,539000000.0,528000000.0,526000000.0,474000000.0,471000000.0,468000000.0,472000000.0,,,,449000000.0,,,
2_Balance_Sheet,Operating Lease ROU Asset,,750000000.0,,,,681000000.0,,,,686000000.0,,,,679000000.0,,,,671000000.0,,,,748000000.0,,,,711000000.0,444000000.0,377000000.0,369000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2_Balance_Sheet,Long-term Investments,1677000000.0,1705000000.0,1685000000.0,1638000000.0,1598000000.0,1607000000.0,1601000000.0,1709000000.0,1737000000.0,506000000.0,1650000000.0,1664000000.0,1503000000.0,1730000000.0,1678000000.0,1634000000.0,1772000000.0,1834000000.0,1684000000.0,1595000000.0,1305000000.0,1172000000.0,913000000.0,958000000.0,870000000.0,914000000.0,757000000.0,867000000.0,348000000.0,337000000.0,279000000.0,268000000.0,253000000.0,249000000.0,240000000.0,233000000.0,136000000.0,132000000.0,149000000.0,172000000.0,169000000.0,166000000.0,234000000.0,233000000.0,242000000.0,245000000.0,163000000.0,164000000.0,173000000.0,229000000.0,16000000.0,23000000.0,32000000.0,32000000.0,,,,70000000.0,,,
2_Balance_Sheet,"Deferred Income Tax Assets, Net",1396000000.0,1567000000.0,1546000000.0,1570000000.0,1575000000.0,1614000000.0,1612000000.0,1423000000.0,1329000000.0,1355000000.0,1370000000.0,1121000000.0,1267000000.0,1151000000.0,1069000000.0,920000000.0,795000000.0,486000000.0,471000000.0,454000000.0,459000000.0,491000000.0,607000000.0,573000000.0,550000000.0,543000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2_Balance_Sheet,Other Non-Current Assets,11186000000.0,11615000000.0,11056000000.0,10269000000.0,10035000000.0,9959000000.0,9193000000.0,9270000000.0,9104000000.0,8325000000.0,7839000000.0,7739000000.0,7641000000.0,7580000000.0,7011000000.0,6955000000.0,7158000000.0,6994000000.0,6567000000.0,6265000000.0,5714000000.0,5365000000.0,4965000000.0,4740000000.0,4557000000.0,4525000000.0,4090000000.0,3984000000.0,3346000000.0,3303000000.0,2925000000.0,2894000000.0,2826000000.0,2298000000.0,2195000000.0,2192000000.0,2147000000.0,1929000000.0,1961000000.0,1671000000.0,1603000000.0,1580000000.0,1619000000.0,1589000000.0,1490000000.0,1385000000.0,887000000.0,887000000.0,858000000.0,902000000.0,852000000.0,816000000.0,820000000.0,809000000.0,,,,736000000.0,,,
2_Balance_Sheet,Intangible Assets (Net),5495000000.0,5554000000.0,5591000000.0,5629000000.0,5533000000.0,5453000000.0,4235000000.0,4149000000.0,4123000000.0,4086000000.0,4022000000.0,4049000000.0,4027000000.0,3859000000.0,3582000000.0,3676000000.0,3675000000.0,3671000000.0,3561000000.0,3613000000.0,3321000000.0,1753000000.0,1507000000.0,1480000000.0,1447000000.0,1417000000.0,1310000000.0,1232000000.0,1025000000.0,991000000.0,1023000000.0,1043000000.0,1118000000.0,1120000000.0,1147000000.0,1126000000.0,702000000.0,722000000.0,747000000.0,762000000.0,788000000.0,803000000.0,820000000.0,862000000.0,648000000.0,714000000.0,705000000.0,759000000.0,723000000.0,672000000.0,655000000.0,637000000.0,637000000.0,672000000.0,,,,665000000.0,,,
2_Balance_Sheet,Goodwill,9525000000.0,9560000000.0,9574000000.0,9598000000.0,9352000000.0,9193000000.0,7721000000.0,7563000000.0,7545000000.0,7660000000.0,7488000000.0,7579000000.0,7575000000.0,7522000000.0,7176000000.0,7519000000.0,7625000000.0,7662000000.0,7569000000.0,7661000000.0,7051000000.0,4960000000.0,4159000000.0,4081000000.0,4070000000.0,4021000000.0,3724000000.0,3524000000.0,2944000000.0,2904000000.0,2950000000.0,2974000000.0,3104000000.0,3035000000.0,3015000000.0,1131000000.0,1775000000.0,1756000000.0,1814000000.0,1834000000.0,1886000000.0,1891000000.0,1907000000.0,1940000000.0,1469000000.0,1522000000.0,1456000000.0,1527000000.0,1286000000.0,1122000000.0,1101000000.0,1050000000.0,1042000000.0,1092000000.0,,,,1014000000.0,,,
2_Balance_Sheet,Total Assets,52449000000.0,54157000000.0,53289000000.0,51431000000.0,48470000000.0,48081000000.0,47237000000.0,42333000000.0,42602000000.0,42448000000.0,39674000000.0,39004000000.0,38936000000.0,38724000000.0,37612000000.0,36231000000.0,37163000000.0,37669000000.0,35410000000.0,34911000000.0,34800000000.0,33584000000.0,31594000000.0,32127000000.0,30648000000.0,29236000000.0,25981000000.0,24731000000.0,23520000000.0,24860000000.0,23340000000.0,22471000000.0,22944000000.0,21329000000.0,20914000000.0,19839000000.0,18570000000.0,18675000000.0,17323000000.0,16282000000.0,15905000000.0,16250000000.0,14634000000.0,15272000000.0,14633000000.0,15329000000.0,14659000000.0,14375000000.0,14802000000.0,14242000000.0,13730000000.0,12021000000.0,11809000000.0,12462000000.0,,,,10693000000.0,,,
2_Balance_Sheet,Accounts Payable,1030000000.0,999000000.0,935000000.0,818000000.0,993000000.0,929000000.0,911000000.0,835000000.0,790000000.0,834000000.0,589000000.0,643000000.0,735000000.0,926000000.0,615000000.0,633000000.0,666000000.0,738000000.0,557000000.0,547000000.0,476000000.0,527000000.0,341000000.0,369000000.0,371000000.0,489000000.0,505000000.0,432000000.0,508000000.0,537000000.0,382000000.0,345000000.0,370000000.0,933000000.0,722000000.0,654000000.0,680000000.0,609000000.0,437000000.0,452000000.0,409000000.0,472000000.0,381000000.0,481000000.0,406000000.0,419000000.0,319000000.0,420000000.0,297000000.0,338000000.0,280000000.0,259000000.0,262000000.0,357000000.0,,,,360000000.0,,,
2_Balance_Sheet,Settlement due to customers,2544000000.0,2409000000.0,2422000000.0,2676000000.0,2441000000.0,2316000000.0,2129000000.0,1594000000.0,1824000000.0,1399000000.0,992000000.0,1142000000.0,870000000.0,1111000000.0,1054000000.0,672000000.0,547000000.0,913000000.0,496000000.0,569000000.0,1297000000.0,1475000000.0,1129000000.0,1527000000.0,1149000000.0,2714000000.0,2158000000.0,1330000000.0,1189000000.0,2189000000.0,1155000000.0,1232000000.0,1280000000.0,1343000000.0,1002000000.0,1106000000.0,822000000.0,946000000.0,1052000000.0,828000000.0,849000000.0,866000000.0,883000000.0,1330000000.0,1201000000.0,1142000000.0,1226000000.0,1335000000.0,1374000000.0,1433000000.0,1218000000.0,607000000.0,624000000.0,1064000000.0,,,,699000000.0,,,
2_Balance_Sheet,"Estimated Litigation Liability, Current",339000000.0,800000000.0,943000000.0,1035000000.0,1057000000.0,930000000.0,665000000.0,525000000.0,595000000.0,723000000.0,475000000.0,1079000000.0,1107000000.0,1094000000.0,1086000000.0,923000000.0,797000000.0,840000000.0,838000000.0,906000000.0,841000000.0,842000000.0,798000000.0,853000000.0,852000000.0,914000000.0,938000000.0,935000000.0,1575000000.0,1591000000.0,920000000.0,949000000.0,828000000.0,709000000.0,709000000.0,736000000.0,734000000.0,722000000.0,716000000.0,810000000.0,710000000.0,709000000.0,711000000.0,722000000.0,731000000.0,771000000.0,789000000.0,799000000.0,859000000.0,886000000.0,727000000.0,724000000.0,724000000.0,726000000.0,,790000000.0,,770000000.0,,,
2_Balance_Sheet,Accrued Expenses,12327000000.0,13272000000.0,11979000000.0,10116000000.0,9263000000.0,10393000000.0,9105000000.0,8007000000.0,8062000000.0,8517000000.0,7775000000.0,7117000000.0,7310000000.0,7801000000.0,6888000000.0,6111000000.0,5954000000.0,6642000000.0,5964000000.0,5564000000.0,5200000000.0,5430000000.0,5011000000.0,4530000000.0,4676000000.0,5489000000.0,4985000000.0,4752000000.0,4329000000.0,4747000000.0,4745000000.0,4418000000.0,4501000000.0,3931000000.0,3685000000.0,3306000000.0,3158000000.0,3318000000.0,3214000000.0,2753000000.0,2876000000.0,2763000000.0,2512000000.0,2385000000.0,2169000000.0,2439000000.0,2098000000.0,1903000000.0,2128000000.0,2101000000.0,2004000000.0,1616000000.0,1703000000.0,1748000000.0,,,,1610000000.0,,,
2_Balance_Sheet,"Deposit Liability, Current",,2121000000.0,,,,1874000000.0,,,,1845000000.0,,,,1568000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2_Balance_Sheet,Accrued Employee Liabilities,844000000.0,1716000000.0,1331000000.0,1013000000.0,734000000.0,1681000000.0,1296000000.0,823000000.0,631000000.0,1258000000.0,996000000.0,754000000.0,589000000.0,1322000000.0,1005000000.0,709000000.0,496000000.0,980000000.0,836000000.0,614000000.0,441000000.0,727000000.0,559000000.0,435000000.0,323000000.0,713000000.0,576000000.0,404000000.0,292000000.0,744000000.0,599000000.0,442000000.0,312000000.0,613000000.0,486000000.0,342000000.0,241000000.0,496000000.0,389000000.0,293000000.0,239000000.0,473000000.0,377000000.0,320000000.0,271000000.0,531000000.0,365000000.0,265000000.0,206000000.0,413000000.0,356000000.0,240000000.0,177000000.0,354000000.0,,,,345000000.0,,,
2_Balance_Sheet,Deferred Revenue,,,,1999000000.0,1900000000.0,1874000000.0,1868000000.0,1772000000.0,1861000000.0,1845000000.0,1824000000.0,1723000000.0,1608000000.0,1568000000.0,1531000000.0,1621000000.0,1730000000.0,1873000000.0,1832000000.0,1806000000.0,1759000000.0,1696000000.0,1568000000.0,1548000000.0,1518000000.0,1370000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2_Balance_Sheet,Current Portion of Long-term Debt,1748000000.0,749000000.0,0.0,0.0,0.0,750000000.0,750000000.0,1086000000.0,2086000000.0,1337000000.0,1337000000.0,1336000000.0,276000000.0,274000000.0,957000000.0,735000000.0,778000000.0,792000000.0,650000000.0,649000000.0,649000000.0,649000000.0,,,,0.0,0.0,0.0,500000000.0,500000000.0,500000000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2_Balance_Sheet,Operating Lease Liability (Current),,157000000.0,,,,133000000.0,,,,142000000.0,,,,140000000.0,,,,127000000.0,,,,125000000.0,,,,106000000.0,98000000.0,82000000.0,79000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2_Balance_Sheet,Total Current Liabilities,22934000000.0,22762000000.0,20693000000.0,19029000000.0,17828000000.0,19220000000.0,17294000000.0,15594000000.0,16905000000.0,16264000000.0,14519000000.0,14636000000.0,13651000000.0,14171000000.0,13476000000.0,12085000000.0,11928000000.0,13162000000.0,11561000000.0,11297000000.0,11475000000.0,11847000000.0,9958000000.0,9923000000.0,9712000000.0,11904000000.0,10714000000.0,9497000000.0,10246000000.0,11593000000.0,9709000000.0,9455000000.0,8948000000.0,8793000000.0,7984000000.0,7583000000.0,7095000000.0,7206000000.0,7121000000.0,6462000000.0,6440000000.0,6269000000.0,5943000000.0,6476000000.0,5937000000.0,6222000000.0,5849000000.0,5790000000.0,5994000000.0,6032000000.0,5420000000.0,4327000000.0,4414000000.0,4906000000.0,,,,4217000000.0,,,
2_Balance_Sheet,Long-term Debt,17212000000.0,18251000000.0,18983000000.0,18970000000.0,18802000000.0,17476000000.0,17608000000.0,14519000000.0,13543000000.0,14344000000.0,14229000000.0,14284000000.0,15292000000.0,13749000000.0,13577000000.0,13746000000.0,13868000000.0,13109000000.0,13211000000.0,13250000000.0,13221000000.0,12023000000.0,12574000000.0,12498000000.0,12466000000.0,8527000000.0,7735000000.0,7806000000.0,5799000000.0,5834000000.0,5858000000.0,5858000000.0,6469000000.0,5424000000.0,5393000000.0,5326000000.0,5216000000.0,5180000000.0,3326000000.0,3306000000.0,3333000000.0,3268000000.0,1495000000.0,1495000000.0,1495000000.0,1494000000.0,1494000000.0,1494000000.0,1494000000.0,0.0,,,,,,,,,,,
2_Balance_Sheet,Other Non-Current Liabilities,5250000000.0,5091000000.0,5368000000.0,5197000000.0,4829000000.0,4553000000.0,4488000000.0,4401000000.0,4501000000.0,4474000000.0,4160000000.0,4110000000.0,4197000000.0,4034000000.0,3770000000.0,3767000000.0,3851000000.0,3591000000.0,3462000000.0,3401000000.0,3260000000.0,3111000000.0,3095000000.0,3075000000.0,2890000000.0,2729000000.0,2386000000.0,2224000000.0,2151000000.0,1877000000.0,1856000000.0,1750000000.0,1661000000.0,1438000000.0,860000000.0,842000000.0,538000000.0,524000000.0,545000000.0,562000000.0,545000000.0,572000000.0,803000000.0,764000000.0,765000000.0,674000000.0,649000000.0,652000000.0,619000000.0,598000000.0,549000000.0,567000000.0,540000000.0,523000000.0,,,,486000000.0,,,
2_Balance_Sheet,Operating Lease Liability (Non-current),,676000000.0,,,,627000000.0,,,,633000000.0,,,,630000000.0,,,,645000000.0,,,,726000000.0,,,,656000000.0,386000000.0,336000000.0,327000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2_Balance_Sheet,Total Liabilities,45727000000.0,46411000000.0,45370000000.0,43557000000.0,41774000000.0,41566000000.0,39739000000.0,34851000000.0,35294000000.0,35451000000.0,33293000000.0,33425000000.0,33529000000.0,32347000000.0,31169000000.0,29969000000.0,30033000000.0,30257000000.0,28608000000.0,28342000000.0,28347000000.0,27067000000.0,25713000000.0,25579000000.0,25150000000.0,23245000000.0,20932000000.0,19622000000.0,18257000000.0,19371000000.0,17473000000.0,17121000000.0,17142000000.0,15761000000.0,14376000000.0,13891000000.0,12932000000.0,12991000000.0,11074000000.0,10413000000.0,10394000000.0,10188000000.0,8336000000.0,8836000000.0,8299000000.0,8505000000.0,8111000000.0,8061000000.0,8224000000.0,6747000000.0,6062000000.0,4992000000.0,5053000000.0,5533000000.0,,,,4816000000.0,,,
2_Balance_Sheet,Additional Paid-In Capital,6843000000.0,6907000000.0,6757000000.0,6562000000.0,6326000000.0,6442000000.0,6290000000.0,6089000000.0,5920000000.0,5893000000.0,5791000000.0,5622000000.0,5376000000.0,5298000000.0,5269000000.0,5163000000.0,5026000000.0,5061000000.0,5026000000.0,5053000000.0,4949000000.0,4982000000.0,4926000000.0,4832000000.0,4735000000.0,4787000000.0,4725000000.0,4675000000.0,4569000000.0,4580000000.0,4526000000.0,4453000000.0,4367000000.0,4365000000.0,4318000000.0,4257000000.0,4191000000.0,4183000000.0,4135000000.0,4072000000.0,4009000000.0,4004000000.0,3973000000.0,3936000000.0,3883000000.0,3876000000.0,3843000000.0,3811000000.0,3769000000.0,3762000000.0,3733000000.0,3692000000.0,3648000000.0,3641000000.0,,,,3519000000.0,,,
2_Balance_Sheet,Retained Earnings,88146000000.0,85035000000.0,81752000000.0,78509000000.0,75495000000.0,72907000000.0,70258000000.0,67604000000.0,64959000000.0,62564000000.0,60390000000.0,57730000000.0,55424000000.0,53607000000.0,51625000000.0,49599000000.0,47800000000.0,45648000000.0,43750000000.0,41771000000.0,40140000000.0,38747000000.0,37403000000.0,36288000000.0,35273000000.0,33984000000.0,32289000000.0,30517000000.0,28806000000.0,27283000000.0,26726000000.0,25086000000.0,23852000000.0,22364000000.0,22401000000.0,21205000000.0,20263000000.0,19418000000.0,18722000000.0,17746000000.0,16972000000.0,16222000000.0,15543000000.0,14746000000.0,14006000000.0,13169000000.0,12553000000.0,11666000000.0,10861000000.0,10121000000.0,9630000000.0,8823000000.0,8047000000.0,7354000000.0,,,,4745000000.0,,,
2_Balance_Sheet,Comprehensive Income,-928000000.0,-981000000.0,-935000000.0,-919000000.0,-1155000000.0,-1433000000.0,-1073000000.0,-1205000000.0,-1202000000.0,-1099000000.0,-1297000000.0,-1189000000.0,-1229000000.0,-1253000000.0,-1617000000.0,-1232000000.0,-798000000.0,-809000000.0,-791000000.0,-653000000.0,-738000000.0,-680000000.0,-880000000.0,-1046000000.0,-1079000000.0,-673000000.0,-858000000.0,-730000000.0,-673000000.0,-718000000.0,-670000000.0,-632000000.0,-373000000.0,-497000000.0,-542000000.0,-699000000.0,-863000000.0,-924000000.0,-717000000.0,-697000000.0,-620000000.0,-676000000.0,-536000000.0,-493000000.0,-639000000.0,-260000000.0,-92000000.0,188000000.0,180000000.0,178000000.0,120000000.0,-15000000.0,-50000000.0,61000000.0,,,,-2000000.0,,,
2_Balance_Sheet,"Equity, Attributable to Noncontrolling Interest",3000000.0,9000000.0,15000000.0,21000000.0,25000000.0,30000000.0,35000000.0,39000000.0,43000000.0,46000000.0,49000000.0,53000000.0,56000000.0,58000000.0,62000000.0,65000000.0,68000000.0,71000000.0,70000000.0,98000000.0,98000000.0,97000000.0,60000000.0,28000000.0,25000000.0,24000000.0,26000000.0,27000000.0,22000000.0,23000000.0,21000000.0,22000000.0,28000000.0,29000000.0,26000000.0,26000000.0,27000000.0,28000000.0,30000000.0,32000000.0,32000000.0,34000000.0,31000000.0,32000000.0,33000000.0,34000000.0,47000000.0,48000000.0,11000000.0,11000000.0,11000000.0,11000000.0,13000000.0,12000000.0,,,,9000000.0,,,
